"consecutive","dat.source","year","date","CPUE_pontastacus leptodactylus","CPUE_pacifastacus leniusculus","pontastacus leptodactylus","pacifastacus leniusculus","CPUE_faxonius limosus","CPUE_procambarus clarkii","CPUE_procambarus acutus","CPUE_procambarus virginalis","CPUE_faxonius virilis","faxonius limosus","procambarus clarkii","procambarus acutus","procambarus virginalis","faxonius virilis","nearest_river_index","VHAG","CATC","nearest_waterbody_index","WVLC","ID","distances","BEKNR","BEKNAAM","longitude","latitude","geometry"
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,18500,NA,NA,83942,"LIMZNH0533",1138,2.31965844552581,9,"Demerbekken",5.31415999568478,50.9888000025924,c(5.31415999568478, 50.9888000025924)
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16465,NA,NA,6312,"ANTLKD0080",1139,9.86521084310932,10,"Netebekken",4.96916999578078,51.0743600025275,c(4.96916999578078, 51.0743600025275)
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14305,NA,NA,49982,NA,1140,41.5686638789366,2,"Bekken van de Brugse Polders",3.27099999621086,51.2163300023008,c(3.27099999621086, 51.2163300023008)
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,37,NA,NA,53507,NA,1141,25.3616226750415,2,"Bekken van de Brugse Polders",3.24404999621782,51.2215500022965,c(3.24404999621782, 51.2215500022965)
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28741,2638,99,50145,NA,1142,3.4152930918177,2,"Bekken van de Brugse Polders",3.18364999623854,51.2839200022728,c(3.18364999623854, 51.2839200022728)
NA,"gbif_data",2021,2021-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28741,2638,99,50145,NA,1143,2.16742855897875,2,"Bekken van de Brugse Polders",3.18363999623854,51.2839300022728,c(3.18363999623854, 51.2839300022728)
NA,"gbif_data",2021,2021-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19324,NA,NA,64328,"VBRZEM0090",1144,0.828578006771191,8,"Dijle- en Zennebekken",4.5112999958856,50.987170002501,c(4.5112999958856, 50.987170002501)
NA,"gbif_data",2021,2021-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,26258,NA,1145,2.55706527519941,3,"Bekken van de Gentse Kanalen",4.0697999960112,51.1500000024051,c(4.0697999960112, 51.1500000024051)
NA,"gbif_data",2021,2021-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,NA,NA,26258,NA,1146,18.1607160199226,3,"Bekken van de Gentse Kanalen",4.06951999601129,51.150150002405,c(4.06951999601129, 51.150150002405)
NA,"gbif_data",2021,2021-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5404,NA,NA,933,NA,1147,10.0049158554855,4,"Benedenscheldebekken",4.36492999594023,51.1633600024337,c(4.36492999594023, 51.1633600024337)
NA,"gbif_data",2021,2021-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16465,NA,NA,6204,"ANTLKD0068",1148,0,10,"Netebekken",4.96980999578069,51.0750000025273,c(4.96980999578069, 51.0750000025273)
NA,"gbif_data",2021,2021-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20100,NA,NA,91855,NA,1149,45.02251545122,3,"Bekken van de Gentse Kanalen",4.05603999601479,51.152160002403,c(4.05603999601479, 51.152160002403)
NA,"gbif_data",2021,2021-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2200,10004,1,83756,NA,1150,6.19710270222205,11,"Maasbekken",5.72332999559132,51.0878800026111,c(5.72332999559132, 51.0878800026111)
NA,"gbif_data",2021,2021-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28923,NA,NA,50176,NA,1151,108.382404798103,2,"Bekken van de Brugse Polders",3.27800999621783,51.3014000022777,c(3.27800999621783, 51.3014000022777)
NA,"gbif_data",2021,2021-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9419,NA,NA,6276,"ANTHST0272",1152,8.48602860193185,10,"Netebekken",4.93378999578683,51.0478200025312,c(4.93378999578683, 51.0478200025312)
NA,"gbif_data",2021,2021-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1153,0,4,"Benedenscheldebekken",4.43154999592724,51.1961800024317,c(4.43154999592724, 51.1961800024317)
NA,"gbif_data",2021,2021-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9778,NA,NA,49033,"WVLOOS0094",1154,9.12465347788656,1,"Ijzerbekken",2.92017999629449,51.2196700022633,c(2.92017999629449, 51.2196700022633)
NA,"gbif_data",2021,2021-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9778,NA,NA,49033,"WVLOOS0094",1155,0,1,"Ijzerbekken",2.92051999629441,51.2196900022634,c(2.92051999629441, 51.2196900022634)
NA,"gbif_data",2021,2021-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16065,NA,NA,50112,NA,1156,100.203550847905,2,"Bekken van de Brugse Polders",3.24861999622397,51.292880002277,c(3.24861999622397, 51.292880002277)
NA,"gbif_data",2021,2021-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16465,NA,NA,6312,"ANTLKD0080",1157,0,10,"Netebekken",4.96954999578077,51.0751700025273,c(4.96954999578077, 51.0751700025273)
NA,"gbif_data",2021,2021-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,19324,NA,NA,64328,NA,1158,10.0327805981066,8,"Dijle- en Zennebekken",4.51182999588546,50.987170002501,c(4.51182999588546, 50.987170002501)
NA,"gbif_data",2021,2021-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11916,NA,NA,30172,NA,1159,14.453803223772,3,"Bekken van de Gentse Kanalen",4.10468999600218,51.1452500024102,c(4.10468999600218, 51.1452500024102)
NA,"gbif_data",2021,2021-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12104,NA,NA,83989,"LIMGNK0396",1160,0,9,"Demerbekken",5.46764999564262,50.9588600026193,c(5.46764999564262, 50.9588600026193)
NA,"gbif_data",2021,2021-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12104,NA,NA,83989,NA,1161,44.2648974078736,9,"Demerbekken",5.47050999564192,50.9590800026196,c(5.47050999564192, 50.9590800026196)
NA,"gbif_data",2021,2021-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1153,NA,NA,82770,"OVLERP0125",1162,9.07751755487902,4,"Benedenscheldebekken",3.94294999601845,50.9226500024564,c(3.94294999601845, 50.9226500024564)
NA,"gbif_data",2021,2021-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12176,NA,NA,14904,"ANTRET0236",1163,0,10,"Netebekken",5.0328599957805,51.2224400024916,c(5.0328599957805, 51.2224400024916)
NA,"gbif_data",2021,2021-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3624,NA,NA,83167,"WVLBRU1183",1164,0,2,"Bekken van de Brugse Polders",3.19618999623319,51.2606000022806,c(3.19618999623319, 51.2606000022806)
NA,"gbif_data",2021,2021-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29742,NA,NA,12551,"ANTMOL0088",1165,3.63686784059954,10,"Netebekken",5.15553999575651,51.2869800024868,c(5.15553999575651, 51.2869800024868)
NA,"gbif_data",2021,2021-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5032,NA,NA,50031,NA,1166,117.759175565303,2,"Bekken van de Brugse Polders",3.24147999621968,51.2338200022928,c(3.24147999621968, 51.2338200022928)
NA,"gbif_data",2021,2021-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,22496,32202,99,83179,NA,1167,7.21023065745064,2,"Bekken van de Brugse Polders",3.21760999623019,51.281330002277,c(3.21760999623019, 51.281330002277)
NA,"gbif_data",2021,2021-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,37,NA,NA,53495,NA,1168,10.5006120574305,2,"Bekken van de Brugse Polders",3.24233999621824,51.2216500022963,c(3.24233999621824, 51.2216500022963)
NA,"gbif_data",2021,2021-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5280,8,0,25879,NA,1169,4.10014245845456,3,"Bekken van de Gentse Kanalen",3.91774999605038,51.1705100023827,c(3.91774999605038, 51.1705100023827)
NA,"gbif_data",2021,2021-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,21357,NA,NA,31883,NA,1170,60.2264161600107,2,"Bekken van de Brugse Polders",3.5247099961524,51.2387500023212,c(3.5247099961524, 51.2387500023212)
NA,"gbif_data",2021,2021-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11169,NA,NA,86081,NA,1171,19.6798798152648,3,"Bekken van de Gentse Kanalen",3.60575999613363,51.2458700023278,c(3.60575999613363, 51.2458700023278)
NA,"gbif_data",2021,2021-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1217,NA,NA,17487,"ANTLKD0325",1172,0,10,"Netebekken",4.96974999578097,51.0774700025266,c(4.96974999578097, 51.0774700025266)
NA,"gbif_data",2021,2021-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,26485,NA,1173,2.21717916935236,3,"Bekken van de Gentse Kanalen",4.06373999601324,51.1553500024029,c(4.06373999601324, 51.1553500024029)
NA,"gbif_data",2021,2021-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3812,NA,NA,47924,NA,1174,53.6039356186407,5,"Leiebekken",3.29590999617355,50.9106300023897,c(3.29590999617355, 50.9106300023897)
NA,"gbif_data",2021,2021-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15674,NA,NA,2123,NA,1175,13.4540610637552,10,"Netebekken",4.63286999587511,51.1737900024605,c(4.63286999587511, 51.1737900024605)
NA,"gbif_data",2021,2021-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,15744,NA,NA,50403,NA,1176,141.294933453388,2,"Bekken van de Brugse Polders",3.30514999621494,51.3366800022707,c(3.30514999621494, 51.3366800022707)
NA,"gbif_data",2021,2021-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3624,NA,NA,85289,NA,1177,21.2644121175452,2,"Bekken van de Brugse Polders",3.20595999622947,51.2469300022854,c(3.20595999622947, 51.2469300022854)
NA,"gbif_data",2021,2021-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3865,631,2,49650,NA,1178,8.76600484118777,2,"Bekken van de Brugse Polders",3.14944999624002,51.2184000022875,c(3.14944999624002, 51.2184000022875)
NA,"gbif_data",2021,2021-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15674,NA,NA,1987,"ANTRAN0167",1179,5.59946793245774,10,"Netebekken",4.62397999587706,51.1713500024602,c(4.62397999587706, 51.1713500024602)
NA,"gbif_data",2021,2021-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,15674,NA,NA,1987,NA,1180,27.7575163139394,10,"Netebekken",4.62383999587712,51.1715300024602,c(4.62383999587712, 51.1715300024602)
NA,"gbif_data",2021,2021-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,706,2348,2,50517,NA,1181,0.104229878595544,2,"Bekken van de Brugse Polders",3.32793999620105,51.2534800022964,c(3.32793999620105, 51.2534800022964)
NA,"gbif_data",2021,2021-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1182,53.3719147805375,2,"Bekken van de Brugse Polders",3.32128999620283,51.2554200022951,c(3.32128999620283, 51.2554200022951)
NA,"gbif_data",2021,2021-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1183,45.0655082103939,2,"Bekken van de Brugse Polders",3.32051999620309,51.2561300022948,c(3.32051999620309, 51.2561300022948)
NA,"gbif_data",2021,2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1184,0,4,"Benedenscheldebekken",4.43153999592723,51.1960600024317,c(4.43153999592723, 51.1960600024317)
NA,"gbif_data",2021,2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,706,2348,2,50517,NA,1185,0.104229878595544,2,"Bekken van de Brugse Polders",3.32793999620105,51.2534800022964,c(3.32793999620105, 51.2534800022964)
NA,"gbif_data",2021,2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1186,53.3719147805375,2,"Bekken van de Brugse Polders",3.32128999620283,51.2554200022951,c(3.32128999620283, 51.2554200022951)
NA,"gbif_data",2021,2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1187,45.0655082103939,2,"Bekken van de Brugse Polders",3.32051999620309,51.2561300022948,c(3.32051999620309, 51.2561300022948)
NA,"gbif_data",2021,2021-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1295,NA,NA,83118,"WVLHAR0329",1188,0,5,"Leiebekken",3.32605999615921,50.8418000024126,c(3.32605999615921, 50.8418000024126)
NA,"gbif_data",2021,2021-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1295,NA,NA,83118,"WVLHAR0329",1189,0,5,"Leiebekken",3.32444999615968,50.8426000024121,c(3.32444999615968, 50.8426000024121)
NA,"gbif_data",2021,2021-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3624,NA,NA,52063,NA,1190,12.753386198001,2,"Bekken van de Brugse Polders",3.19524999623323,51.258800002281,c(3.19524999623323, 51.258800002281)
NA,"gbif_data",2021,2021-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3624,NA,NA,52063,"WVLBRU0832",1191,2.22347193317148,2,"Bekken van de Brugse Polders",3.19724999623281,51.259320002281,c(3.19724999623281, 51.259320002281)
NA,"gbif_data",2021,2021-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9272,NA,NA,85272,NA,1192,247.206663603912,2,"Bekken van de Brugse Polders",3.15823999624285,51.2668200022749,c(3.15823999624285, 51.2668200022749)
NA,"gbif_data",2021,2021-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29624,1064,2,25993,NA,1193,0.818951919336007,3,"Bekken van de Gentse Kanalen",4.00089999602868,51.1564200023957,c(4.00089999602868, 51.1564200023957)
NA,"gbif_data",2021,2021-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1217,NA,NA,17554,NA,1194,22.2486840462369,10,"Netebekken",4.99712999577405,51.0769400025299,c(4.99712999577405, 51.0769400025299)
NA,"gbif_data",2021,2021-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5967,NA,NA,49250,NA,1195,29.2713459347823,2,"Bekken van de Brugse Polders",3.04349999626593,51.2258200022744,c(3.04349999626593, 51.2258200022744)
NA,"gbif_data",2021,2021-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17218,NA,NA,64328,"VBRZEM0090",1196,7.1844351944755,8,"Dijle- en Zennebekken",4.51438999588441,50.9832200025025,c(4.51438999588441, 50.9832200025025)
NA,"gbif_data",2021,2021-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16133,8502,2,82306,NA,1197,6.48360204821707,10,"Netebekken",5.09011999576724,51.232990002495,c(5.09011999576724, 51.232990002495)
NA,"gbif_data",2021,2021-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16133,8502,2,82306,NA,1198,7.22122243042672,10,"Netebekken",5.09009999576725,51.233000002495,c(5.09009999576725, 51.233000002495)
NA,"gbif_data",2021,2021-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9533,8710,2,87261,NA,1199,0.344671859636228,10,"Netebekken",5.08241999577074,51.2478600024899,c(5.08241999577074, 51.2478600024899)
NA,"gbif_data",2021,2021-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9533,8710,2,87261,NA,1200,0.446956343079959,10,"Netebekken",5.08239999577076,51.2479400024898,c(5.08239999577076, 51.2479400024898)
NA,"gbif_data",2021,2021-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1295,NA,NA,83118,"WVLHAR0329",1201,0,5,"Leiebekken",3.32558999615933,50.8419000024125,c(3.32558999615933, 50.8419000024125)
NA,"gbif_data",2021,2021-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9272,2614,2,85415,NA,1202,8.57152680382095,2,"Bekken van de Brugse Polders",3.17209999624191,51.2901200022698,c(3.17209999624191, 51.2901200022698)
NA,"gbif_data",2021,2021-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14386,NA,NA,64285,NA,1203,11.2698724268562,8,"Dijle- en Zennebekken",4.50563999588739,50.9908800024992,c(4.50563999588739, 50.9908800024992)
NA,"gbif_data",2021,2021-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1204,0,4,"Benedenscheldebekken",4.43136999592727,51.1960800024317,c(4.43136999592727, 51.1960800024317)
NA,"gbif_data",2021,2021-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20301,8501,1,17836,NA,1205,0.858623824532046,10,"Netebekken",4.99745999578065,51.1399700025116,c(4.99745999578065, 51.1399700025116)
NA,"gbif_data",2021,2021-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1206,0,4,"Benedenscheldebekken",4.43143999592726,51.1961200024317,c(4.43143999592726, 51.1961200024317)
NA,"gbif_data",2021,2021-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1207,0,4,"Benedenscheldebekken",4.43146999592726,51.1961500024317,c(4.43146999592726, 51.1961500024317)
NA,"gbif_data",2021,2021-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16133,8502,2,82302,NA,1208,3.7412905583188,10,"Netebekken",5.07971999577029,51.2371300024926,c(5.07971999577029, 51.2371300024926)
NA,"gbif_data",2021,2021-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1209,0,4,"Benedenscheldebekken",4.43138999592727,51.1961100024317,c(4.43138999592727, 51.1961100024317)
NA,"gbif_data",2022,2022-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24115,NA,NA,76975,"LIMZNH0256",1210,4.55637648389253,9,"Demerbekken",5.32569999568117,50.9824000025957,c(5.32569999568117, 50.9824000025957)
NA,"gbif_data",2022,2022-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16789,NA,NA,47345,NA,1211,10.5872249374035,5,"Leiebekken",3.2832399961684,50.8314900024109,c(3.2832399961684, 50.8314900024109)
NA,"gbif_data",2022,2022-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7330,NA,NA,3612,"ANTHEI0194",1212,0,8,"Dijle- en Zennebekken",4.66265999585345,51.0383100025032,c(4.66265999585345, 51.0383100025032)
NA,"gbif_data",2022,2022-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9764,NA,NA,1645,NA,1213,42.3731651579828,4,"Benedenscheldebekken",4.46846999592038,51.2176800024296,c(4.46846999592038, 51.2176800024296)
NA,"gbif_data",2022,2022-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1214,0,4,"Benedenscheldebekken",4.43141999592727,51.1961700024317,c(4.43141999592727, 51.1961700024317)
NA,"gbif_data",2022,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3624,NA,NA,52063,"WVLBRU0832",1215,0,2,"Bekken van de Brugse Polders",3.19605999623312,51.2596100022808,c(3.19605999623312, 51.2596100022808)
NA,"gbif_data",2022,2022-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14775,15706,99,53528,NA,1216,1.89777039263944,2,"Bekken van de Brugse Polders",3.27267999621394,51.2505500022914,c(3.27267999621394, 51.2505500022914)
NA,"gbif_data",2022,2022-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13850,NA,NA,19811,"OVLDEI0681",1217,0,3,"Bekken van de Gentse Kanalen",3.47432999613724,50.9735500023909,c(3.47432999613724, 50.9735500023909)
NA,"gbif_data",2022,2022-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13455,NA,NA,39234,NA,1218,12.3290428395394,1,"Ijzerbekken",2.8172599963153,51.1852800022623,c(2.8172599963153, 51.1852800022623)
NA,"gbif_data",2022,2022-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,91840,NA,1219,3.10941553451381,3,"Bekken van de Gentse Kanalen",4.01397999602411,51.143100002401,c(4.01397999602411, 51.143100002401)
NA,"gbif_data",2022,2022-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3981,933,2,26003,NA,1220,2.12970533729661,3,"Bekken van de Gentse Kanalen",4.00527999602806,51.160770002395,c(4.00527999602806, 51.160770002395)
NA,"gbif_data",2022,2022-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17834,555,2,91921,NA,1221,8.38009821894739,3,"Bekken van de Gentse Kanalen",4.06011999601701,51.1832000023945,c(4.06011999601701, 51.1832000023945)
NA,"gbif_data",2022,2022-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5571,NA,NA,848,"ANTANT0029",1222,0,4,"Benedenscheldebekken",4.43158999592724,51.1962500024316,c(4.43158999592724, 51.1962500024316)
NA,"gbif_data",2022,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,91840,NA,1223,0.0698887501354178,3,"Bekken van de Gentse Kanalen",4.01380999602414,51.1430400024009,c(4.01380999602414, 51.1430400024009)
NA,"gbif_data",2022,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,30165,NA,1224,4.846645553897,3,"Bekken van de Gentse Kanalen",4.00250999602772,51.1509600023975,c(4.00250999602772, 51.1509600023975)
NA,"gbif_data",2022,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,30165,NA,1225,3.59240178400708,3,"Bekken van de Gentse Kanalen",4.00195999602788,51.1512500023973,c(4.00195999602788, 51.1512500023973)
NA,"gbif_data",2022,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29855,922,2,30165,NA,1226,4.7318486334995,3,"Bekken van de Gentse Kanalen",4.00129999602807,51.1515400023972,c(4.00129999602807, 51.1515400023972)
NA,"gbif_data",2022,2022-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2818,123,1,32750,NA,1227,7.05605317254083,3,"Bekken van de Gentse Kanalen",4.02542999602559,51.1843000023905,c(4.02542999602559, 51.1843000023905)
NA,"gbif_data",2022,2022-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,12176,NA,NA,82299,"ANTRET0278",1228,0,10,"Netebekken",5.03766999578022,51.2312700024896,c(5.03766999578022, 51.2312700024896)
NA,"gbif_data",2022,2022-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1229,53.3719147805375,2,"Bekken van de Brugse Polders",3.32128999620283,51.2554200022951,c(3.32128999620283, 51.2554200022951)
NA,"gbif_data",2022,2022-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,9022,NA,NA,50598,NA,1230,53.3719147805375,2,"Bekken van de Brugse Polders",3.32128999620283,51.2554200022951,c(3.32128999620283, 51.2554200022951)
NA,"gbif_data",2022,2022-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,27797,NA,NA,51383,NA,1231,52.4407204756276,2,"Bekken van de Brugse Polders",3.35130999619996,51.2977100022864,c(3.35130999619996, 51.2977100022864)
NA,"gbif_data",2022,2022-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,26913,NA,NA,69832,"VBRVIL0060",1232,0.747668560929188,8,"Dijle- en Zennebekken",4.45507999589589,50.9529900025046,c(4.45507999589589, 50.9529900025046)
NA,"gbif_data",2022,2022-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,18939,NA,NA,69830,NA,1233,45.4171396066816,8,"Dijle- en Zennebekken",4.46053999589439,50.9515500025056,c(4.46053999589439, 50.9515500025056)
NA,"gbif_data",2022,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,246,NA,NA,433,"ANTWIL0020",1234,0,4,"Benedenscheldebekken",4.38702999592493,51.0692200024633,c(4.38702999592493, 51.0692200024633)
NA,"gbif_data",2022,2022-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,246,NA,NA,433,"ANTWIL0020",1235,0,4,"Benedenscheldebekken",4.38711999592491,51.0692600024633,c(4.38711999592491, 51.0692600024633)
NA,"gbif_data",2022,2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,20608,16702,9,69832,NA,1236,0.777234939296578,8,"Dijle- en Zennebekken",4.4551399958959,50.9531100025046,c(4.4551399958959, 50.9531100025046)
